Date,Age,Gender,Profession,Methodology,Reason,Time,District,Source
2012-01-29,22,Male,not given,Jumped in front of train,-,15:45:00,Jhenaidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=220467
2012-01-28,17,Female,Student,Hanging,Family feud,23:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=220455
2012-01-30,40,Male,Stock broker,Hanging,Personal problem,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=220541
2012-02-02,55,Male,Stock broker,Hanging,Personal problem,08:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=221010
2012-02-03,25,Female,Housewife,Hanging,-,12:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=221142
2012-02-03,25,Female,Housewife,Hanging,Mental illness,01:00:00,Natore,http://archive.thedailystar.net/newDesign/news-details.php?nid=221138
2012-02-06,20,Male,Student,Hanging,Family feud,Noon,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=221380
2012-02-07,25,Female,Student,Hanging,-,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=221596
2012-02-07,50,Male,Bank official,Hanging,Medical problems,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
2012-02-05,15,Female,Student,Hanging,Family feud,Night,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
2012-02-05,30,Male,not given,-,Drug addiction,-,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
2012-02-07,85,Female,not given,Hanging,Family feud,05:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
2012-02-12,14,Female,Student,Hanging,Family feud,10:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=222252
2012-02-15,18,Female,Student,Hanging,-,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=222617
2012-02-16,15,Female,Student,Hanging,Personal problem,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=222805
2012-02-18,21,Female,Housewife,Hanging,-,23:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=223170
2012-02-18,24,Female,Housewife,Hanging,Marital problem,01:00:00,Natore,http://archive.thedailystar.net/newDesign/news-details.php?nid=223122
2012-02-20,20,Male,not given,Hanging,Family feud,20:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=223412
2012-02-25,12,Female,Housemaid,Hanging,-,09:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=223951
2012-02-16,14,Male,Student,Hanging,Personal problem,14:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=224092
2012-02-29,35,Male,Rickshaw Puller,Hanging,Mental illness,10:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=224641
2012-03-02,14,Female,housemaid,Hanging,Mental illness,22:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=224874
2012-03-03,27,Male,not given,Hanging,Family feud,05:30:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=224834
2012-03-05,20,Female,housemaid,Hanging,-,00:15:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=225105
2012-03-04,20,Female,Student,Poison,-,12:30:00,Lalmonirhat,http://archive.thedailystar.net/newDesign/news-details.php?nid=225183
2012-03-03,65,Male,not given,Hanging,Family feud,Night,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=225183
2012-03-07,20,Male,Student,Poison,Personal problem,22:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=225609
2012-03-10,30,Female,Housewife,Hanging,-,21:15:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=225760
2012-03-10,35,Male,Commercial Manager,Jumped in front of train,-,21:55:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=225760
2012-03-10,40,Male,Insurance worker,Hanging,-,07:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=225814
2012-03-11,26,Female,Housewife,Poison,Family feud,00:45:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=225963
2012-03-13,60,Male,Ex-BCIC official,Hanging,Medical problems,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=226274
2012-03-17,24,Male,Student,Jumping off,-,15:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=226771
2012-03-17,17,Male,Student,Hanging,Family feud,1899-12-30 00:00:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=226814
2012-03-17,65,Male,Freedom fighter,Poison,Family feud,-,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=226814
2012-03-17,19,Female,Student,Poison,Family feud,-,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=226814
2012-03-20,19,Female,Student,Hanging,-,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=227156
2012-03-20,28,Female,not given,Hanging,Mental disorder,14:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=227156
2012-03-20,20,Female,Housewife,Poison,Family feud,Morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=227285
2012-03-18,28,Female,Housewife,Poison,-,23:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=227285
2012-03-22,25,Male,Prisoner,Hanging,-,04:15:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=227351
2012-03-23,30,Male,not given,Hanging,Family feud,-,Jamalpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=227510
2012-03-22,25,Female,Housewife,Fire,Family feud,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=227510
2012-03-22,18,Female,Student,Poison,Personal problem,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=227510
2012-03-22,17,Male,Student,Hanging,Personal problem,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=227562
2012-03-22,12,Male,housemaid,Hanging,-,21:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=227562
2012-03-24,18,Female,Student,Hanging,-,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=227636
2012-03-24,25,Female,Housewife,Hanging,-,19:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=227636
2012-03-24,17,Female,Student,Hanging,-,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=227636
2012-03-28,13,Female,Student,Hanging,Family feud,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228153
2012-03-30,68,Male,Doctor,Jumping off,Medical problems,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228382
2012-03-30,8,Male,Student,Hanging,Family feud,20:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228451
2012-03-29,12,Female,Student,Hanging,-,22:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228451
2012-04-02,16,Female,Co-operative Society worker,Poison,Personal problem,15:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228850
2012-04-01,25,Female,Housewife,Poison,Family feud,Morning,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=228812
2012-03-31,19,Female,Student,Poison,Family feud,Morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=228812
2012-03-30,19,Male,Student,Jumped in front of train,Mental illness,Evening,Jamalpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=228812
2012-04-03,11,Male,Student,Poison,Family feud,Noon,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229085
2012-04-05,22,Male,Student,Hanging,Personal problem,09:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=229256
2012-04-07,80,Male,not given,Poison,Family feud,-,Narail,http://archive.thedailystar.net/newDesign/news-details.php?nid=229606
2012-04-07,30,Male,not given,Poison,Family feud,-,Narail,http://archive.thedailystar.net/newDesign/news-details.php?nid=229606
2012-04-09,21,Female,Housemaid,Hanging,Personal problem,04:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=229654
2012-04-10,19,Female,Student,Hanging,-,15:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=229790
2012-04-10,15,Female,housemaid,Hanging,Personal problem,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=229790
2012-04-09,55,Male,not given,Poison,Family feud,1899-12-30 00:00:00,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229853
2012-04-10,60,Male,not given,Hanging,Family feud,1899-12-30 00:00:00,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229853
2012-04-09,37,Female,Housewife,Hanging,Family feud,-,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229853
2012-04-10,22,Male,Student,Hanging,Family feud,-,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229853
2012-04-10,15,Male,Labourer,Hanging,Family feud,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=229939
2012-04-16,20,Female,Housewife,Hanging,Family feud,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=230443
2012-04-15,28,Male,Farmer,Hanging,Illness,Morning,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=230434
2012-04-19,45,Female,Housewife,Hanging,Family feud,Night,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=230996
2012-04-20,19,Male,Mechanic,Poison,-,15:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=230999
2012-04-23,22,Male,Student,Poison,Family feud,Morning,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=231372
2012-04-23,22,Female,Student,Hanging,Personal problem,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=231615
2012-04-27,55,Male,not given,Poison,Family feud,Morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=231982
2012-04-28,45,Male,not given,Poison,Family feud,Afternoon,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=232082
2012-04-29,50,Male,Bank official,Jumped in front of train,Family feud,Night,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=232374
2012-04-30,10,Female,Student,Poison,-,05:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=232374
2012-04-30,24,Female,Housewife,Poison,Family feud,07:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=232374
2012-05-05,28,Female,Housewife,Hanging,Family feud,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=232972
2012-05-05,28,Male,not given,Hanging,-,03:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=232927
2012-05-05,55,Male,Tea vendor,Hanging,Personal problem,18:15:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=233079
2012-05-06,17,Female,Student,Poison,Family feud,Morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=233061
2012-05-07,26,Female,Housewife,Poison,Family feud,Morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=233234
2012-05-08,21,Female,Student,Hanging,-,07:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=233430
2012-05-08,19,Female,Housewife,Hanging,-,07:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=233430
2012-05-08,35,Male,Trader,Hanging,Personal problem,12:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=233430
2012-05-08,70,Male,not given,Hanging,-,12:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=233430
2012-05-10,40,Male,Teacher,Poison,Family feud,Morning,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=233632
2012-05-11,25,Female,Accountant,Fire,Family feud,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=233902
2012-05-12,22,Male,Lab assistant,Hanging,Personal problem,Night,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=234095
2012-05-13,25,Female,Housewife,Hanging,Family feud,17:00:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=234016
2012-05-13,14,Male,not given,Poison,Family feud,Afternoon,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=234161
2012-05-13,35,Male,not given,Poison,Family feud,23:00:00,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=234161
2012-05-14,35,Male,not given,Hanging,Family feud,Morning,Satkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=234161
2012-05-13,30,Female,Bank official,Hanging,-,Afternoon,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=234161
2012-05-18,40,Male,Ex-army,Hanging,Mental illness,Noon,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=234931
2012-05-21,13,Female,housemaid,Hanging,-,14:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=235235
2012-05-23,20,Female,not given,Poison,Family feud,Night,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=235642
2012-05-23,22,Female,Housewife,Hanging,Family feud,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=235591
2012-05-26,22,Female,Teacher,Poison,-,Morning,Mymensingh,http://archive.thedailystar.net/newDesign/news-details.php?nid=235868
2012-05-27,34,Female,Housewife,Poison,Family feud,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=235964
2012-05-27,20,Female,Garment worker,Hanging,-,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=235964
2012-05-27,24,Male,Garment worker,Hanging,Personal problem,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=235964
2012-05-29,35,Female,Prisoner,Hanging,-,Noon,Mymensingh,http://archive.thedailystar.net/newDesign/news-details.php?nid=236249
2012-06-09,20,Female,Housewife,Hanging,Family feud,10:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=237698
2012-06-10,22,Female,Housewife,Hanging,Family feud,06:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=237876
2012-06-09,12,Female,Student,Hanging,Family feud,21:00:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=237808
2012-06-10,35,Female,Housewife,Hanging,Medical problems,Morning,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=237808
2012-06-10,26,Female,Teacher,Jumped in front of train,-,15:30:00,Sunamganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=237916
2012-06-12,25,Female,Garment worker,Poison,-,-,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=238064
2012-06-11,50,Male,not given,Hanging,Family feud,Night,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=238107
2012-06-19,25,Female,Housewife,Poison,Family feud,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=239023
2012-06-19,26,Female,Housewife,Hanging,Mental illness,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=239023
2012-06-22,25,Female,Student,Jumped in front of train,Personal problem,10:20:00,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=239397
2012-06-23,40,Male,Destiny employee,Hanging,Personal problem,06:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=239462
2012-06-25,30,Female,Housewife,Hanging,Family feud,Morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=239757
2012-06-24,32,Male,not given,-,Personal problem,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=239805
2012-06-25,21,Female,Housewife,Hanging,Family feud,Morning,Nilphamari,http://archive.thedailystar.net/newDesign/news-details.php?nid=239880
2012-06-29,18,Female,Housewife,Poison,Family feud,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=240313
2012-07-01,20,Female,not given,Setting fire,Personal problem,Morning,Nawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=240733
2012-07-01,26,Female,Housewife,Poison,Quarrel with spouse,Morning,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=240733
2012-07-01,15,Female,not given,Poison,Personal problem,Morning,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=240733
2012-07-11,14,Female,housemaid,Hanging,Mental illness,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=241756
2012-07-12,30,Male,Auto-Rickshaw driver,slitting throat,Financial problem,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=241917
2012-07-12,58,Male,Joint Secretary (public Administration Ministry),Hanging,Illness,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=241960
2012-07-14,30,Male,Primary school headmaster,Hanging,Not known,Noon,Jhenaidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=242149
2012-07-19,14,Female,Student,Hanging,Family feud,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=242861
2012-07-19,24,Male,Garment worker,Hanging,Quarrel with spouse,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=242861
2012-07-19,20,Female,Student,Hanging,Academic problem,not given,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=242795
2012-07-20,11,Male,housemaid,Hanging,Not known,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=242967
2012-07-21,22,Female,Housewife,Hanging,Quarrel with spouse,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=243089
2012-07-22,24,Female,Student,Hanging,Quarrel with spouse,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=243258
2012-07-22,17,Female,Student,Hanging,Family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=243258
2012-07-22,47,Male,Shop owner,Hanging,Not known,not given,Nawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=243219
2012-07-24,19,Female,Housewife,Hanging,Family feud,not given,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=243480
2012-07-26,15,Female,Student,Hanging,Family feud,Night,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=243797
2012-07-26,32,Female,not given,Hanging,not given,night,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=243797
2012-07-26,30,Female,not given,Poison,Family feud,Night,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=243797
2012-07-26,18,Female,not given,Poison,Quarrel with spouse,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=243797
2012-07-28,17,Female,Student,Hanging,Not known,Morning,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=244045
2012-07-28,22,Male,Student,Setting fire,Personal problem,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=244256
2012-07-31,20,Female,Student,Hanging,Not known,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=244313
2012-07-29,17,Male,Student,Hanging,Not known,16:00:00,Sunamganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=244411
2012-08-01,23,Female,housemaid,Hanging,Not known,night,Sirajganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=244600
2012-08-01,26,Female,not given,Hanging,Family feud,Night,Sirajganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=244600
2012-08-05,28,Male,Expatriate,Hanging,not given,Night,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=245105
2012-08-07,35,Male,not given,Poison,Family feud,01:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=245279
2012-08-07,20,Female,not given,Poison,Quarrel with spouse,Morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=245279
2012-08-08,30,Female,Housewife,Hanging,Quarrel with spouse,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=245462
2012-08-08,15,Female,Student,Poison,Family feud,Night,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=245594
2012-08-10,20,Male,Student,Hanging,Family feud,Noon,Lalmonirhat,http://archive.thedailystar.net/newDesign/news-details.php?nid=245857
2012-08-13,14,Female,Student,Hanging,Family feud,01:00:00,Pirojpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=246041
2012-08-16,20,Female,Housewife,Hanging,Quarrel with spouse,09:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=246464
2012-08-22,22,Female,Housewife,Hanging,Family feud,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=246706
2012-08-23,35,Male,Contractor,Hanging,Financial problem,Morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=246864
2012-08-22,20,Female,Housewife,Poison,Quarrel with spouse,Noon,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=246824
2012-08-24,22,Male,not given,Poison,Personal problem,18:30:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=247115
2012-08-24,15,Male,not given,Hanging,Family feud,Midnight,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=247115
2012-08-24,35,Female,Housewife,Hanging,Not known,Night,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=247115
2012-08-24,25,Male,not given,Hanging,Not known,Night,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=247115
2012-08-26,17,Female,housemaid,Hanging,Not known,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=247285
2012-08-25,22,Female,Student,Hanging,Physical illness,not given,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=247255
2012-08-27,35,Female,not given,Poison,Quarrel with spouse,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=247357
2012-08-27,18,Male,not given,Hanging,Mental illness,Noon,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=247339
2012-08-26,18,Male,not given,Poison,Family feud,Morning,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=247412
2012-08-26,15,Male,not given,Hanging,Physical illness,11:00:00,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=247412
2012-08-29,55,Male,Church accountant,Hanging,not given,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=247634
2012-08-27,13,Female,Student,Hanging,Forced marriage,not given,Barguna,http://archive.thedailystar.net/newDesign/news-details.php?nid=247595
2012-09-02,36,Male,Expatriate,Hanging,not given,Morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=248174
2012-09-04,10,Male,Student,Hanging,Family feud,00:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=248457
2012-09-04,18,Female,not given,not given,Not known,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=248457
2012-09-05,20,Male,not given,Hanging,Drug addict,04:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=248604
2012-09-07,25,Female,not given,Hanging,Quarrel with spouse,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=248878
2012-09-07,18,Female,Student,Hanging,Family feud,22:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=248878
2012-09-08,17,Female,Student,Hanging,not given,Morning,Jhalokati,http://archive.thedailystar.net/newDesign/news-details.php?nid=248992
2012-09-10,20,Male,Quality inspector at garment,Jumped,Call from someone,13:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249255
2012-09-10,30,Female,not given,Jumped,Mental illness,05:20:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249255
2012-09-12,30,Male,not given,Hanging,not given,not given,Tangail,http://archive.thedailystar.net/newDesign/news-details.php?nid=249508
2012-09-11,17,Female,Student,Hanging,Family feud,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=249592
2012-09-13,12,Female,Student,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249704
2012-09-13,18,Female,Student,Hanging,not given,14:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249704
2012-09-13,12,Female,housemaid,Hanging,not given,10:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249704
2012-09-13,22,Male,not given,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249704
2012-09-12,38,Female,housemaid,Hanging,not given,Night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249704
2012-09-13,19,Female,Housewife,Hanging,Quarrel with spouse,Evening,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=249829
2012-09-15,35,Male,Assistant Sub Inspector,Jumped in front of train,Allegation,Midnight,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=250048
2012-09-18,15,Female,not given,Hanging,Not known,10:00:00,Nawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=250298
2012-09-17,45,Female,not given,Poison,Family feud,19:00:00,Nawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=250298
2012-09-19,15,Female,not given,Hanging,Not known,08:00:00,Nawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=250528
2012-09-20,17,Female,Student,Poison,not given,03:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=250685
2012-09-20,18,Female,Student,Hanging,not given,08:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=250685
2012-09-21,22,Female,Housewife,Hanging,Mental illness,15:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=250787
2012-09-21,17,Female,Garment worker,Hanging,Torture,20:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=250881
2012-09-22,30,Female,not given,Hanging,Physical illness,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=250864
2012-09-22,22,Female,not given,Hanging,not given,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=250864
2012-09-22,35,Male,Police constable,Shooting,not given,19:00:00,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=250974
2012-09-23,15,Female,Student,Poison,Family feud,Morning,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=250983
2012-09-26,16,Female,Student,Hanging,Mental illness,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=251412
2012-09-28,14,Female,Student,Hanging,Not known,Midnight,Netrokona,http://archive.thedailystar.net/newDesign/news-details.php?nid=251990
2012-09-28,13,Female,Student,Hanging,Not known,Midnight,Netrokona,http://archive.thedailystar.net/newDesign/news-details.php?nid=251990
2012-10-01,25,Female,not given,Poison,Family feud,14:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=252131
2012-09-30,25,Female,Student,Poison,Family feud,not given,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=252044
2012-09-29,17,Female,Student,Hanging,Family feud,Night,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=252044
2012-09-29,12,Female,not given,Hanging,Family feud,Night,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=252044
2012-09-30,10,Female,Student,Poison,Allegation,23:30:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=252044
2012-10-03,35,Female,Housewife,Jumping off river,Torture,02:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=252383
2012-10-03,13,Female,Madrasa student,Poison,Not known,not given,Gaibandha,http://archive.thedailystar.net/newDesign/news-details.php?nid=252322
2012-10-02,42,Female,not given,Poison,Quarrel with spouse,Midnight,Gaibandha,http://archive.thedailystar.net/newDesign/news-details.php?nid=252322
