,Date,Age,Gender,Profession,Methodology,Reason,Time,District,Source
501,5/5/2012,27 to 35,Female,Housewife,Hanging,family feud,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=232972
266,5/16/2011,27 to 35,Female,housewife,Poison,family feud,12:15:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=186021
864,3/14/2014,27 to 35,Male,Not mentioned,Hanging,family feud,21:00:00,Mymensingh,http://www.thedailystar.net/snippets-15703
83,8/5/2010,27 to 35,Female,not given,Hanging,family feud,13:30:00,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=149841
781,8/9/2013,27 to 35,Female,Housewife,Hanging,family feud,Morning,Pirojpur,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
219,3/11/2011,27 to 35,Female,housewife,Hanging,family feud,night,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=177383
858,2/26/2014,27 to 35,Female,Housewife,Jumped under running train,family feud/mental patient,12:30:00,Bogra,http://www.thedailystar.net/snippets-13372
56,5/4/2010,27 to 35,Male,not given,Poison,family feud,5:00:00,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=137259
59,5/7/2010,27 to 35,Female,Housewife,Poison,family feud,6:00:00,Manikganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=137543
323,8/12/2011,27 to 35,Male,not given,Hanging,family feud,8:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=198400
462,3/23/2012,27 to 35,Male,not given,Hanging,family feud,-,Jamalpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=227510
754,7/7/2013,27 to 35,Female,Housewife,Poison,family feud,Night,Bogra,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide-3/
782,8/9/2013,27 to 35,Female,Housewife,Poison,family feud,Afternoon,Pirojpur,http://archive.thedailystar.net/beta2/news/six-commit-suicide-in-three-districts/
961,10/23/2014,27 to 35,Male,Electrical & electronic engineer,Train,family feud,not given,Chittagong,http://www.thedailystar.net/news-in-brief-47207
82,8/4/2010,27 to 35,Male,BDR member,Hanging,personal problem,Noon,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=149609
927,8/6/2014,27 to 35,Female,Housewife,Hanging,personal problem,2:30:00,Kushtia,http://www.thedailystar.net/rape-victim-kills-herself-36145
297,7/11/2011,27 to 35,Female,housewife,Hanging,family feud,not given,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=193864
393,12/3/2011,27 to 35,Male,tailor,Hanging,legal matter,6:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=212774
7,1/16/2010,27 to 35,Male,Not given,Poison,personal problem,22:30:00,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=123679
431,2/5/2012,27 to 35,Male,not given,-,drug addiction,-,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
616,9/22/2012,27 to 35,Female,not given,Hanging,physical illness,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=250864
560,7/26/2012,27 to 35,Female,not given,Poison,family feud,Night,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=243797
263,5/12/2011,27 to 35,Male,not given,Hanging,mental illness,morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=185454
170,12/22/2010,27 to 35,Female,Housewife,Poison,family feud,Noon,Jhenidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=167156
411,1/9/2012,27 to 35,Male,Rickshaw puller,Poison,personal problem,Morning,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=217834
571,8/8/2012,27 to 35,Female,Housewife,Hanging,quarrel with spouse,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=245462
337,9/7/2011,27 to 35,Female,housewife,Poison,family feud,afternoon,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=201611
697,3/18/2013,27 to 35,Female,Housewife,Setting fire,mental illness,23:00:00,Jessore,http://archive.thedailystar.net/beta2/news/housewife-commits-suicide/
406,1/8/2012,27 to 35,Female,Housewife,Hanging,family feud,11:30:00,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=217549
410,1/9/2012,27 to 35,Male,not given,Hanging,mental illness,-,Magura,http://archive.thedailystar.net/newDesign/news-details.php?nid=217834
599,9/10/2012,27 to 35,Female,not given,Jumped,mental illness,5:20:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=249255
251,4/20/2011,27 to 35,Male,not given,Hanging,fear,noon,Jhenidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=182480
326,8/16/2011,27 to 35,Female,housewife,Jumped in front of train,family feud,9:30:00,Moulvibazar,http://archive.thedailystar.net/newDesign/news-details.php?nid=198990
678,1/6/2013,27 to 35,Male,not given,slitting throat,famiyl feud,Night,Panchagarh,http://archive.thedailystar.net/newDesign/news-details.php?nid=264425
481,4/7/2012,27 to 35,Male,not given,Poison,family feud,-,Narail,http://archive.thedailystar.net/newDesign/news-details.php?nid=229606
752,7/3/2013,27 to 35,Male,not given,Poison,family feud,3:30:00,Comilla,http://archive.thedailystar.net/beta2/news/snippets-58/
538,6/25/2012,27 to 35,Female,Housewife,Hanging,family feud,Morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=239757
138,10/3/2010,27 to 35,Female,Housewife,Poison,family feud,8:00:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=157217
546,7/12/2012,27 to 35,Male,Auto-Rickshaw driver,slitting throat,financial problem,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=241917
127,9/19/2010,27 to 35,Female,Housewife,Poison,family feud,Noon,Meherpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=155335
764,7/26/2013,27 to 35,Male,Student,Poison,drug addiction,3:00:00,Dhaka,http://archive.thedailystar.net/beta2/news/3-commit-suicide-in-capital/
241,4/16/2011,27 to 35,Female,housewife,Hanging,family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=181908
539,6/24/2012,27 to 35,Male,not given,-,personal problem,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=239805
6,1/22/2010,27 to 35,Female,Housewife,Hanging,family feud,Morning,Narayanganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=123380
86,8/9/2010,27 to 35,Female,not given,Jumped under running train,torture,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=150186
802,9/27/2013,27 to 35,Female,Housewife,Poison,family feud,Evening,Bogra,http://archive.thedailystar.net/beta2/news/2-housewives-commit-suicide-in-bogra/
719,4/29/2013,27 to 35,Female,not given,hanging,financial problem,Night,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-52/
948,9/26/2014,27 to 35,Male,Employee of Islamia Eye Hospital,Hanging,family feud,night,Dhaka,http://www.thedailystar.net/man-commits-suicide-tying-up-wife-43574
718,4/27/2013,27 to 35,Female,Housewife,Poison,family feud,Night,Chuadanga,http://archive.thedailystar.net/beta2/news/young-couple-housewife-commit-suicide/
279,6/11/2011,27 to 35,Female,housewife,Hanging,family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189669
523,5/27/2012,27 to 35,Female,Housewife,Poison,family feud,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=235964
890,5/8/2014,27 to 35,Male,Destiny official,Hanging,mental stress,-,Habiganj,http://www.thedailystar.net/newsarchive/snippets-23385
637,10/20/2012,27 to 35,Female,Housewife,Setting fire,mental illness,Afternoon,Barisal,http://archive.thedailystar.net/newDesign/news-details.php?nid=254627
332,9/3/2011,27 to 35,Female,housewife,Poison,illness,23:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=201021
628,10/3/2012,27 to 35,Female,Housewife,Jumping off river,torture,2:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=252383
875,4/3/2014,27 to 35,Female,Mother,Hanging,mental illness,Night,Mymensingh,http://www.thedailystar.net/newsarchive/woman-kills-child-herself-18764
883,4/22/2014,27 to 35,Female,Housewife,Hanging,quarrel with spouse,Not mentioned,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-21232
843,1/18/2014,27 to 35,Male,Not given,slitting throat,family feud,Night,Moulvibazar,http://www.thedailystar.net/newly-wed-man-takes-own-life-youth-murdered-before-wedlock-7712
828,12/5/2013,27 to 35,Male,Driver,Hanging,family feud,Morning,Gazipur,http://archive.thedailystar.net/beta2/news/man-kills-himself-after-murdering-wife-in-gazipur/
80,8/1/2010,27 to 35,Male,Accountant,Hanging,torture,8:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=149100
608,9/15/2012,27 to 35,Male,Assistant Sub Inspector,Jumped in front of train,allegation,Midnight,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=250048
847,2/3/2014,27 to 35,Male,accused of Robbery,strangulating,being arrested for alleged involvement with a robbery,Night,Narsingdi,http://www.thedailystar.net/robbery-accused-commits-suicide-9801
861,3/7/2014,27 to 35,Female,Assistant schoolteacher,Not mentioned,family feud,Night,Rangpur,http://www.thedailystar.net/snap-and-snippets-14680
441,2/29/2012,27 to 35,Male,Rickshaw Puller,Hanging,mental illness,10:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=224641
787,8/24/2013,27 to 35,Female,Housewife,Hanging,family feud,Morning,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-248/
955,10/20/2014,27 to 35,Female,Domestic help,Hanging,family feud,not given,Barisal,http://www.thedailystar.net/news-in-brief-46692
515,5/13/2012,27 to 35,Male,not given,Poison,family feud,23:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=234161
953,10/16/2014,27 to 35,Female,Former child actress,Hanging,family feud,possibly evening,Dhaka,http://www.thedailystar.net/former-child-actress-found-dead-46237
325,8/15/2011,27 to 35,Female,housewife,Jumped in front of train,family feud,7:00:00,Habiganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=198857
137,10/4/2010,27 to 35,Male,mentally ill,Hanging,mental illness,Night,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=157217
142,10/14/2010,27 to 35,Female,Cook at police officer's mess,Setting fire,sexually abused,19:30:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=158657
338,9/7/2011,27 to 35,Female,housewife,Poison,family feud,13:30:00,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=201611
938,8/30/2014,27 to 35,Male,Not mentioned,Hanging,personal problem,9:30am,Bogra,http://www.thedailystar.net/snaps-and-snippets-39402
706,4/6/2013,27 to 35,Female,not given,hanging,family feud,Morning,Chittagong,http://archive.thedailystar.net/beta2/news/news-in-brief-14/
569,8/7/2012,27 to 35,Male,not given,Poison,family feud,1:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=245279
530,6/10/2012,27 to 35,Female,Housewife,Hanging,medical problems,Morning,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=237808
516,5/14/2012,27 to 35,Male,not given,Hanging,family feud,Morning,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=234161
508,5/8/2012,27 to 35,Male,Trader,Hanging,personal problem,12:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=233430
577,8/23/2012,27 to 35,Male,Contractor,Hanging,financial problem,Morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=246864
699,3/23/2013,27 to 35,Male,not given,Poison,family feud,Night,Chittagong,http://archive.thedailystar.net/beta2/news/man-commits-suicide-in-ctg/
585,8/27/2012,27 to 35,Female,not given,Poison,quarrel with spouse,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=247357
807,10/19/2013,27 to 35,Male,not given,Poison,drug addiction,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-350/
408,1/7/2012,27 to 35,Male,not given,Poison,family feud,Night,Lalmonirhat,http://archive.thedailystar.net/newDesign/news-details.php?nid=217549
41,3/12/2010,36 to 50,Male,Buying house employee,Hanging,family feud,0:45:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=129909
240,4/14/2011,36 to 50,Female,"Scientist, Soil Resources Development Institute",Jumped,psychological problem,9:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=181821
846,1/30/2014,36 to 50,Male,Not given,Hanging,family feud,Morning,Comilla,http://www.thedailystar.net/snippets-9324
280,6/13/2011,36 to 50,Female,housewife,Poison,family feud,1:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=189946
249,4/18/2011,36 to 50,Female,housewife,Poison,family feud,10:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=182267
203,2/23/2011,36 to 50,Female,schizophrenia,Hanging,illness,23:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=175336
741,6/19/2013,36 to 50,Male,Businessman,hanging,mental illness,Morning,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-139/
487,4/9/2012,36 to 50,Female,Housewife,Hanging,family feud,-,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229853
675,1/2/2013,36 to 50,Male,not given,Poison,financial problem,Morning,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=263734
63,5/17/2010,36 to 50,Female,Housewife,Hanging,family feud,Morning,Jhenidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=138977
394,12/3/2011,36 to 50,Male,not given,Hanging,family feud,6:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=212774
319,8/11/2011,36 to 50,Male,businessman,Hanging,debt burden,morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=198239
917,7/6/2014,36 to 50,Male,not given,Hanging,family feud,-,Dhaka,http://www.thedailystar.net/newsarchive/news-in-brief-32198
114,9/5/2010,36 to 50,Female,Housewife,Hanging,family feud,Night,Sherpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=154146
915,7/3/2014,36 to 50,Female,Housewife,Poison,family feud,Morning,Rangpur,http://www.thedailystar.net/newsarchive/snippets-31668
399,12/27/2011,36 to 50,Male,Tutor,Poison,family feud,11:30:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=215978
518,5/18/2012,36 to 50,Male,Ex-army,Hanging,mental illness,Noon,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=234931
510,5/10/2012,36 to 50,Male,Teacher,Poison,family feud,Morning,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=233632
972,11/12/2014,36 to 50,Male,not given,Poison,family feud,not given,Jessore,http://www.thedailystar.net/snippets-50021
423,1/30/2012,36 to 50,Male,Stock broker,Hanging,personal problem,-,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=220541
181,2/1/2011,36 to 50,Male,not given,Hanging,family feud,not given,Munshiganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=172486
657,11/10/2012,36 to 50,Female,Housewife,Jumped in front of train,family feud,19:00:00,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=257416
199,2/18/2011,36 to 50,Female,housewife,Hanging,family feud,12:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=174652
74,7/16/2012,36 to 50,Female,not given,Setting fire,family feud,Night,Narayanganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=147355
537,6/23/2012,36 to 50,Male,Destiny employee,Hanging,personal problem,6:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=239462
630,10/2/2012,36 to 50,Female,not given,Poison,quarrel with spouse,Midnight,Gaibandha,http://archive.thedailystar.net/newDesign/news-details.php?nid=252322
750,7/1/2013,36 to 50,Female,Actor,Hanging,family feud,18:40:00,Dhaka,http://archive.thedailystar.net/beta2/news/tv-actress-mita-noor-found-dead-2/
844,1/25/2014,36 to 50,Male,Banker,Jumping off building,financial problem,Afternoon,Chittagong,http://www.thedailystar.net/news-in-brief-8480
895,5/28/2014,36 to 50,Male,not given,Hanging,mental disorder,-,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-26318
85,8/9/2010,36 to 50,Male,Private bus company employee,Jumping off building,mental illness,12:30:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=150183
402,12/30/2011,36 to 50,Male,retired warrant officer,Jumped,family feud,afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=216425
687,2/8/2013,36 to 50,Male,Goldsmith shop worker,hanging,financial problem,13:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=268417
682,2/1/2013,36 to 50,Male,Employee of CNF,hanging,financial problem,Noon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=267524
146,10/24/2010,36 to 50,Female,Housewife,Poison,family feud,Morning,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=159949
216,3/6/2011,36 to 50,Female,housewife,Poison,family feud,22:30:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=176735
19,2/13/2010,36 to 50,Female,Housewife,Poison,medical reason,11:30:00,Meherpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=126371
492,4/19/2012,36 to 50,Female,Housewife,Hanging,family feud,Night,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=230996
318,8/1/2011,36 to 50,Female,housewife,Hanging,family feud,12:30:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=196729
845,1/25/2014,36 to 50,Male,member of VDP,Hanging,family feud,Night,Dhaka,http://www.thedailystar.net/news-in-brief-8654
171,12/23/2010,36 to 50,Female,Housewife,Poison,family feud,Midnight,Narayanganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=167472
168,12/10/2010,36 to 50,Male,not given,Poison,physical illness,Night,Sylhet,http://archive.thedailystar.net/newDesign/news-details.php?nid=166128
610,9/17/2012,36 to 50,Female,not given,Poison,family feud,19:00:00,Chapainawabganj,http://archive.thedailystar.net/newDesign/news-details.php?nid=250298
826,11/30/2013,36 to 50,Male,not given,Poison,family feud,Afternoon,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-140/
701,3/25/2013,36 to 50,Male,Van puller,Poison,physical illness,Evening,Bogra,http://archive.thedailystar.net/beta2/news/snaps-and-snippets/
2,1/7/2010,36 to 50,Male,Police,Shooting,family feud,21:15:00,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=121012
744,6/25/2013,36 to 50,Female,Housewife,Poison,mental illness,not given,Dhaka,http://archive.thedailystar.net/beta2/news/news-in-brief-147/
497,4/28/2012,36 to 50,Male,not given,Poison,family feud,Afternoon,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=232082
97,8/16/2010,36 to 50,Male,Dhaka City Corporation official,Shooting,physical illness,6:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=151084
159,11/8/2010,36 to 50,Male,Medical technician,Hanging,family feud,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=161909
757,7/12/2013,36 to 50,Male,Water pump operator,Hanging,family feud,-,Dhaka,http://archive.thedailystar.net/beta2/news/two-commit-suicide/
919,7/12/2014,36 to 50,Male,Goldsmith,Hanging,personal problem,-,Chittagong,http://www.thedailystar.net/newsarchive/news-in-brief-33116
273,6/4/2011,36 to 50,Female,housewife,Poison,family feud,morning,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=188716
298,7/11/2011,36 to 50,Female,housewife,Poison,death of son,not given,Pabna,http://archive.thedailystar.net/newDesign/news-details.php?nid=193864
533,6/11/2012,36 to 50,Male,not given,Hanging,family feud,Night,Rangpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=238107
914,6/27/2014,36 to 50,Male,Farmer,Poison,marital problem,Afternoon,Chuadanga,http://www.thedailystar.net/newsarchive/snippets-30888
376,11/11/2011,36 to 50,Male,unemployed,Hanging,depression,morning,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=209775
429,2/7/2012,36 to 50,Male,Bank official,Hanging,medical problems,Night,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
172,12/26/2010,36 to 50,Male,Doctor,slitting throat,drug addict,not given,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=167659
173,12/26/2010,36 to 50,Female,housemaid,Hanging,allegation,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=167659
498,4/29/2012,36 to 50,Male,Bank official,Jumped in front of train,family feud,Night,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=232374
647,11/1/2012,36 to 50,Female,not given,Poison,family feud,not given,Bogra,http://archive.thedailystar.net/newDesign/news-details.php?nid=256054
215,3/5/2011,36 to 50,Female,Patient,Jumped,illness,8:00:00,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=176530
737,6/8/2013,36 to 50,Male,Retired Major (army officer),hanging,mental illness,Not known,Dhaka,http://archive.thedailystar.net/beta2/news/ex-army-officer-commits-suicide-in-capital/
272,6/4/2011,36 to 50,Male,former member of Gopalganj Union Parishad,Jumped in front of train,losing election,morning,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=188711
876,4/2/2014,51 to 80,Male,Farmer,Hanging,quarrel with spouse,Evening,Chuadanga,http://www.thedailystar.net/newsarchive/snippets-18891
316,7/29/2011,51 to 80,Male,Policeman,Hanging,illness,5:00:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=196348
880,4/16/2014,51 to 80,Male,Not mentioned,Hanging,family feud,Night,Thakurgaon,http://www.thedailystar.net/newsarchive/snippets-20560
939,9/1/2014,51 to 80,Male,Owner of Afsar Group of Industries,Shooting,business loss,18:00:00,Dhaka,http://www.thedailystar.net/couple-found-dead-in-a-banani-flat-39771
496,4/27/2012,51 to 80,Male,not given,Poison,family feud,Morning,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=231982
233,4/10/2011,51 to 80,Male,police constable,Poison,family feud,17:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=181339
503,5/5/2012,51 to 80,Male,Tea vendor,Hanging,personal problem,18:15:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=233079
485,4/9/2012,51 to 80,Male,not given,Poison,family feud,1899-12-30 00:00:00,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229853
424,2/2/2012,51 to 80,Male,Stock broker,Hanging,personal problem,8:30:00,Chittagong,http://archive.thedailystar.net/newDesign/news-details.php?nid=221010
888,5/3/2014,51 to 80,Male,Journalist,Hanging,family feud,0:30:00,Patuakhali,http://www.thedailystar.net/newsarchive/amar-desh-barisal-bureau-chief-commits-suicide-22602
308,7/21/2011,51 to 80,Male,not given,Hanging,family feud,7:30:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=195225
547,7/12/2012,51 to 80,Male,Joint Secretary (public Administration Ministry),Hanging,illness,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=241960
452,3/13/2012,51 to 80,Male,Ex-BCIC official,Hanging,medical problems,Morning,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=226274
817,11/13/2013,51 to 80,Male,not given,Poison,family feud,Morning,Chuadanga,http://archive.thedailystar.net/beta2/news/snippets-131/
486,4/10/2012,51 to 80,Male,not given,Hanging,family feud,1899-12-30 00:00:00,Dinajpur,http://archive.thedailystar.net/newDesign/news-details.php?nid=229853
108,8/29/2010,51 to 80,Female,not given,Hanging,family feud,Morning,Thakurgaon,http://archive.thedailystar.net/newDesign/news-details.php?nid=153031
815,11/8/2013,51 to 80,Male,not given,Hanging,mental disorder,21:00:00,Jessore,http://archive.thedailystar.net/beta2/news/snippets-127/
865,3/16/2014,51 to 80,Female,Elderly,Hanging,financial problem,Morning,Jamalpur,http://www.thedailystar.net/snippets-15870
455,3/17/2012,51 to 80,Male,Freedom fighter,Poison,family feud,-,Jessore,http://archive.thedailystar.net/newDesign/news-details.php?nid=226814
303,7/13/2011,51 to 80,Male,not given,Poison,family feud,not given,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=194195
446,3/3/2012,51 to 80,Male,not given,Hanging,family feud,Night,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=225183
471,3/30/2012,51 to 80,Male,Doctor,Jumping off,medical problems,Afternoon,Dhaka,http://archive.thedailystar.net/newDesign/news-details.php?nid=228382
252,4/20/2011,51 to 80,Female,not given,Hanging,family feud,night,Jhenidah,http://archive.thedailystar.net/newDesign/news-details.php?nid=182480
392,12/3/2011,51 to 80,Male,not given,Hanging,family feud,5:30:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=212774
26,2/27/2010,51 to 80,Male,not given,Hanging,family feud,Night,Kushtia,http://archive.thedailystar.net/newDesign/news-details.php?nid=128170
9,1/28/2010,51 to 80,Female,Student,Poison,family feud,Afternoon,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=124183
480,4/7/2012,51 to 80,Male,not given,Poison,family feud,-,Narail,http://archive.thedailystar.net/newDesign/news-details.php?nid=229606
432,2/7/2012,81 to 103,Female,not given,Hanging,family feud,5:00:00,Shatkhira,http://archive.thedailystar.net/newDesign/news-details.php?nid=221524
795,9/9/2013,81 to 103,Male,not given,Hanging,family feud,-,Joypurhat,http://archive.thedailystar.net/beta2/news/snippets-95/
